gzip

s01 ['s18', 's01', 's01', 's01', 's27', 's27', 's27'] Recall: 42.86% Accuracy: 98.57%
s01 ['s23', 's23', 's05', 's26', 's03', 's17', 's08'] Recall: 0.00% Accuracy: 95.71%
s02 ['s02', 's02', 's02', 's19', 's19', 's02', 's03'] Recall: 57.14% Accuracy: 98.93%
s03 ['s08', 's03', 's04', 's12', 's26', 's04', 's26'] Recall: 14.29% Accuracy: 88.93%
s04 ['s23', 's23', 's23', 's26', 's08', 's04', 's08'] Recall: 14.29% Accuracy: 77.86%
s05 ['s08', 's08', 's08', 's08', 's08', 's08', 's25'] Recall: 0.00% Accuracy: 95.36%
s06 ['s05', 's05', 's05', 's17', 's05', 's05', 's25'] Recall: 0.00% Accuracy: 97.50%
s07 ['s17', 's04', 's07', 's04', 's04', 's04', 's07'] Recall: 28.57% Accuracy: 97.86%
s08 ['s08', 's08', 's08', 's08', 's08', 's08', 's08'] Recall: 100.00% Accuracy: 86.79%
s09 ['s03', 's23', 's23', 's26', 's26', 's23', 's03'] Recall: 0.00% Accuracy: 97.50%
s10 ['s03', 's03', 's08', 's08', 's08', 's10', 's08'] Recall: 14.29% Accuracy: 97.50%
s11 ['s11', 's08', 's01', 's27', 's27', 's04', 's08'] Recall: 14.29% Accuracy: 97.14%
s12 ['s17', 's17', 's26', 's27', 's08', 's08', 's04'] Recall: 0.00% Accuracy: 96.79%
s13 ['s38', 's25', 's19', 's04', 's08', 's04', 's04'] Recall: 0.00% Accuracy: 97.14%
s14 ['s17', 's17', 's17', 's17', 's28', 's28', 's19'] Recall: 0.00% Accuracy: 97.50%
s15 ['s19', 's07', 's26', 's19', 's17', 's17', 's17'] Recall: 0.00% Accuracy: 97.50%
s16 ['s11', 's11', 's19', 's04', 's04', 's04', 's04'] Recall: 0.00% Accuracy: 97.50%
s17 ['s17', 's04', 's26', 's23', 's04', 's04', 's26'] Recall: 14.29% Accuracy: 92.14%
s18 ['s18', 's25', 's25', 's40', 's25', 's25', 's19'] Recall: 14.29% Accuracy: 97.14%
s19 ['s08', 's08', 's19', 's08', 's08', 's08', 's19'] Recall: 28.57% Accuracy: 92.50%
s20 ['s04', 's28', 's17', 's04', 's04', 's17', 's04'] Recall: 0.00% Accuracy: 96.07%
s21 ['s04', 's04', 's04', 's04', 's26', 's04', 's04'] Recall: 0.00% Accuracy: 97.50%
s22 ['s39', 's22', 's20', 's20', 's20', 's04', 's20'] Recall: 14.29% Accuracy: 97.86%
s23 ['s23', 's23', 's23', 's23', 's08', 's08', 's08'] Recall: 57.14% Accuracy: 94.29%
s24 ['s26', 's26', 's03', 's03', 's03', 's03', 's03'] Recall: 0.00% Accuracy: 97.50%
s25 ['s08', 's08', 's25', 's26', 's17', 's23', 's25'] Recall: 28.57% Accuracy: 93.93%
s26 ['s08', 's08', 's23', 's03', 's08', 's26', 's40'] Recall: 14.29% Accuracy: 89.29%
s27 ['s12', 's27', 's01', 's01', 's27', 's01', 's01'] Recall: 28.57% Accuracy: 96.07%
s28 ['s04', 's04', 's26', 's04', 's18', 's04', 's28'] Recall: 14.29% Accuracy: 96.79%
s29 ['s04', 's04', 's04', 's04', 's04', 's39', 's29'] Recall: 14.29% Accuracy: 97.86%
s30 ['s30', 's26', 's03', 's03', 's03', 's04', 's30'] Recall: 28.57% Accuracy: 97.14%
s31 ['s03', 's03', 's04', 's26', 's26', 's30', 's19'] Recall: 0.00% Accuracy: 97.50%
s32 ['s27', 's19', 's19', 's32', 's19', 's19', 's19'] Recall: 14.29% Accuracy: 97.86%
s33 ['s04', 's26', 's04', 's30', 's04', 's30', 's04'] Recall: 0.00% Accuracy: 97.50%
s34 ['s03', 's27', 's03', 's27', 's03', 's03', 's10'] Recall: 0.00% Accuracy: 97.50%
s35 ['s04', 's25', 's40', 's25', 's40', 's17', 's13'] Recall: 0.00% Accuracy: 97.50%
s36 ['s04', 's18', 's04', 's04', 's04', 's04', 's26'] Recall: 0.00% Accuracy: 97.50%
s37 ['s04', 's04', 's04', 's38', 's04', 's25', 's25'] Recall: 0.00% Accuracy: 97.50%
s38 ['s26', 's26', 's08', 's04', 's23', 's23', 's04'] Recall: 0.00% Accuracy: 96.79%
s39 ['s39', 's03', 's03', 's26', 's03', 's03', 's26'] Recall: 14.29% Accuracy: 97.14%
s40 ['s25', 's08', 's19', 's08', 's19', 's08', 's08'] Recall: 0.00% Accuracy: 96.07%
Average recall: 13.21%
Average accuracy: 95.66%

zlib

s01 ['s18', 's01', 's01', 's01', 's27', 's27', 's27'] Recall: 42.86% Accuracy: 98.57%
s02 ['s02', 's02', 's02', 's02', 's02', 's02', 's02'] Recall: 100.00% Accuracy: 100.00%
s03 ['s03', 's03', 's03', 's12', 's12', 's04', 's04'] Recall: 42.86% Accuracy: 97.50%
s04 ['s26', 's27', 's19', 's26', 's04', 's04', 's28'] Recall: 28.57% Accuracy: 97.14%
s05 ['s05', 's18', 's05', 's05', 's18', 's05', 's18'] Recall: 57.14% Accuracy: 98.21%
s06 ['s06', 's06', 's06', 's06', 's06', 's06', 's06'] Recall: 100.00% Accuracy: 100.00%
s07 ['s35', 's17', 's07', 's07', 's07', 's07', 's17'] Recall: 57.14% Accuracy: 95.71%
s08 ['s08', 's08', 's08', 's08', 's08', 's08', 's08'] Recall: 100.00% Accuracy: 100.00%
s09 ['s09', 's09', 's14', 's14', 's14', 's14', 's14'] Recall: 28.57% Accuracy: 98.21%
s10 ['s10', 's11', 's11', 's11', 's11', 's11', 's10'] Recall: 28.57% Accuracy: 97.86%
s11 ['s11', 's11', 's11', 's11', 's11', 's11', 's11'] Recall: 100.00% Accuracy: 97.50%
s12 ['s26', 's25', 's13', 's26', 's13', 's25', 's25'] Recall: 0.00% Accuracy: 96.79%
s13 ['s32', 's18', 's18', 's13', 's18', 's13', 's18'] Recall: 28.57% Accuracy: 97.14%
s14 ['s32', 's32', 's14', 's14', 's14', 's14', 's14'] Recall: 71.43% Accuracy: 94.29%
s15 ['s15', 's35', 's15', 's35', 's15', 's35', 's35'] Recall: 42.86% Accuracy: 98.57%
s16 ['s07', 's07', 's19', 's16', 's16', 's16', 's16'] Recall: 57.14% Accuracy: 98.93%
s17 ['s17', 's17', 's07', 's07', 's07', 's07', 's07'] Recall: 28.57% Accuracy: 96.07%
s18 ['s18', 's05', 's18', 's18', 's18', 's18', 's18'] Recall: 85.71% Accuracy: 95.71%
s19 ['s19', 's19', 's19', 's19', 's19', 's19', 's19'] Recall: 100.00% Accuracy: 97.14%
s20 ['s14', 's14', 's14', 's14', 's14', 's14', 's20'] Recall: 14.29% Accuracy: 95.00%
s21 ['s21', 's21', 's30', 's30', 's21', 's21', 's30'] Recall: 57.14% Accuracy: 98.93%
s22 ['s29', 's22', 's22', 's22', 's22', 's39', 's22'] Recall: 71.43% Accuracy: 95.71%
s23 ['s03', 's23', 's23', 's23', 's23', 's07', 's23'] Recall: 71.43% Accuracy: 98.93%
s24 ['s30', 's30', 's24', 's24', 's24', 's30', 's20'] Recall: 42.86% Accuracy: 98.57%
s25 ['s25', 's40', 's40', 's25', 's26', 's40', 's25'] Recall: 42.86% Accuracy: 93.57%
s26 ['s40', 's25', 's32', 's18', 's25', 's18', 's40'] Recall: 0.00% Accuracy: 95.36%
s27 ['s27', 's27', 's10', 's27', 's27', 's27', 's27'] Recall: 85.71% Accuracy: 98.21%
s28 ['s19', 's19', 's28', 's19', 's23', 's19', 's03'] Recall: 14.29% Accuracy: 97.14%
s29 ['s20', 's20', 's20', 's30', 's20', 's22', 's22'] Recall: 0.00% Accuracy: 97.14%
s30 ['s20', 's22', 's30', 's22', 's20', 's30', 's20'] Recall: 28.57% Accuracy: 95.36%
s31 ['s31', 's31', 's31', 's30', 's31', 's31', 's03'] Recall: 71.43% Accuracy: 99.29%
s32 ['s32', 's32', 's32', 's26', 's32', 's32', 's32'] Recall: 85.71% Accuracy: 98.21%
s33 ['s33', 's33', 's33', 's22', 's33', 's22', 's33'] Recall: 71.43% Accuracy: 98.93%
s34 ['s34', 's34', 's34', 's34', 's34', 's34', 's34'] Recall: 100.00% Accuracy: 100.00%
s35 ['s35', 's40', 's25', 's25', 's25', 's25', 's40'] Recall: 14.29% Accuracy: 96.07%
s36 ['s07', 's17', 's19', 's19', 's11', 's11', 's14'] Recall: 0.00% Accuracy: 97.50%
s37 ['s13', 's17', 's17', 's04', 's17', 's25', 's25'] Recall: 0.00% Accuracy: 97.50%
s38 ['s38', 's38', 's14', 's38', 's28', 's14', 's38'] Recall: 57.14% Accuracy: 98.93%
s39 ['s39', 's22', 's22', 's22', 's33', 's39', 's22'] Recall: 28.57% Accuracy: 97.86%
s40 ['s25', 's05', 's40', 's40', 's25', 's18', 's25'] Recall: 28.57% Accuracy: 95.71%
Average recall: 49.64%
Average accuracy: 97.48%

jpeg

s01 ['s01', 's01', 's29', 's01', 's01', 's01', 's01'] Recall: 85.71% Accuracy: 96.43%
s02 ['s19', 's19', 's19', 's02', 's19', 's19', 's19'] Recall: 14.29% Accuracy: 97.86%
s03 ['s03', 's23', 's35', 's26', 's26', 's35', 's35'] Recall: 14.29% Accuracy: 97.14%
s04 ['s23', 's35', 's35', 's35', 's25', 's25', 's35'] Recall: 0.00% Accuracy: 97.50%
s05 ['s23', 's23', 's23', 's23', 's23', 's25', 's23'] Recall: 0.00% Accuracy: 96.43%
s06 ['s35', 's06', 's06', 's06', 's35', 's35', 's35'] Recall: 42.86% Accuracy: 98.57%
s07 ['s07', 's07', 's07', 's07', 's19', 's19', 's07'] Recall: 71.43% Accuracy: 96.07%
s08 ['s08', 's26', 's35', 's08', 's26', 's08', 's26'] Recall: 42.86% Accuracy: 98.57%
s09 ['s35', 's35', 's35', 's35', 's35', 's35', 's35'] Recall: 0.00% Accuracy: 97.50%
s10 ['s10', 's10', 's10', 's10', 's10', 's35', 's10'] Recall: 85.71% Accuracy: 98.93%
s11 ['s07', 's07', 's07', 's07', 's31', 's22', 's22'] Recall: 0.00% Accuracy: 96.79%
s12 ['s12', 's12', 's35', 's12', 's10', 's12', 's12'] Recall: 71.43% Accuracy: 97.86%
s13 ['s23', 's35', 's35', 's26', 's26', 's35', 's26'] Recall: 0.00% Accuracy: 97.50%
s14 ['s34', 's31', 's22', 's19', 's22', 's19', 's22'] Recall: 0.00% Accuracy: 97.50%
s15 ['s19', 's35', 's22', 's35', 's34', 's35', 's35'] Recall: 0.00% Accuracy: 97.50%
s16 ['s17', 's17', 's19', 's24', 's17', 's17', 's24'] Recall: 0.00% Accuracy: 97.50%
s17 ['s24', 's19', 's19', 's19', 's19', 's22', 's22'] Recall: 0.00% Accuracy: 95.36%
s18 ['s18', 's18', 's18', 's35', 's18', 's26', 's25'] Recall: 57.14% Accuracy: 98.21%
s19 ['s29', 's01', 's22', 's01', 's01', 's01', 's19'] Recall: 14.29% Accuracy: 91.07%
s20 ['s12', 's07', 's23', 's20', 's26', 's26', 's35'] Recall: 14.29% Accuracy: 97.86%
s21 ['s35', 's35', 's35', 's35', 's35', 's33', 's33'] Recall: 0.00% Accuracy: 97.50%
s22 ['s19', 's22', 's22', 's22', 's22', 's24', 's22'] Recall: 71.43% Accuracy: 95.36%
s23 ['s23', 's23', 's23', 's23', 's23', 's23', 's23'] Recall: 100.00% Accuracy: 93.57%
s24 ['s01', 's24', 's01', 's24', 's01', 's01', 's01'] Recall: 28.57% Accuracy: 95.36%
s25 ['s05', 's23', 's23', 's25', 's25', 's25', 's25'] Recall: 57.14% Accuracy: 97.14%
s26 ['s35', 's35', 's35', 's26', 's29', 's35', 's35'] Recall: 14.29% Accuracy: 92.14%
s27 ['s34', 's17', 's24', 's24', 's24', 's24', 's17'] Recall: 0.00% Accuracy: 97.50%
s28 ['s34', 's34', 's35', 's34', 's35', 's34', 's10'] Recall: 0.00% Accuracy: 97.50%
s29 ['s26', 's35', 's35', 's26', 's35', 's23', 's23'] Recall: 0.00% Accuracy: 95.71%
s30 ['s23', 's23', 's35', 's23', 's23', 's30', 's35'] Recall: 14.29% Accuracy: 97.86%
s31 ['s34', 's34', 's12', 's35', 's12', 's29', 's34'] Recall: 0.00% Accuracy: 96.79%
s32 ['s32', 's32', 's34', 's32', 's34', 's34', 's34'] Recall: 42.86% Accuracy: 98.57%
s33 ['s35', 's22', 's35', 's35', 's35', 's35', 's35'] Recall: 0.00% Accuracy: 96.79%
s34 ['s34', 's34', 's34', 's34', 's34', 's34', 's34'] Recall: 100.00% Accuracy: 93.93%
s35 ['s35', 's26', 's35', 's35', 's35', 's26', 's26'] Recall: 57.14% Accuracy: 75.00%
s36 ['s22', 's07', 's11', 's19', 's19', 's11', 's34'] Recall: 0.00% Accuracy: 97.50%
s37 ['s34', 's07', 's34', 's35', 's07', 's07', 's12'] Recall: 0.00% Accuracy: 97.50%
s38 ['s35', 's35', 's35', 's03', 's35', 's35', 's03'] Recall: 0.00% Accuracy: 97.50%
s39 ['s39', 's35', 's35', 's35', 's35', 's35', 's35'] Recall: 14.29% Accuracy: 97.86%
s40 ['s18', 's29', 's18', 's05', 's35', 's05', 's25'] Recall: 0.00% Accuracy: 97.50%
Average recall: 25.36%
Average accuracy: 96.27%

png

s01 ['s01', 's13', 's01', 's19', 's01', 's13', 's01'] Recall: 57.14% Accuracy: 98.93%
s02 ['s02', 's04', 's02', 's02', 's02', 's04', 's02'] Recall: 71.43% Accuracy: 99.29%
s03 ['s03', 's03', 's12', 's12', 's12', 's12', 's18'] Recall: 28.57% Accuracy: 96.79%
s04 ['s03', 's30', 's03', 's18', 's04', 's04', 's30'] Recall: 28.57% Accuracy: 92.50%
s05 ['s05', 's08', 's05', 's05', 's09', 's38', 's25'] Recall: 42.86% Accuracy: 97.50%
s06 ['s06', 's06', 's06', 's06', 's06', 's06', 's19'] Recall: 85.71% Accuracy: 98.57%
s07 ['s07', 's07', 's07', 's07', 's07', 's07', 's11'] Recall: 85.71% Accuracy: 99.64%
s08 ['s08', 's08', 's08', 's08', 's08', 's08', 's08'] Recall: 100.00% Accuracy: 98.21%
s09 ['s09', 's09', 's09', 's09', 's09', 's09', 's09'] Recall: 100.00% Accuracy: 99.29%
s10 ['s10', 's10', 's10', 's10', 's10', 's10', 's40'] Recall: 85.71% Accuracy: 99.64%
s11 ['s11', 's11', 's11', 's11', 's11', 's11', 's11'] Recall: 100.00% Accuracy: 97.86%
s12 ['s12', 's12', 's12', 's12', 's12', 's12', 's12'] Recall: 100.00% Accuracy: 98.21%
s13 ['s13', 's18', 's04', 's19', 's19', 's18', 's18'] Recall: 14.29% Accuracy: 97.14%
s14 ['s14', 's14', 's32', 's32', 's32', 's11', 's32'] Recall: 28.57% Accuracy: 97.86%
s15 ['s34', 's30', 's06', 's18', 's32', 's04', 's30'] Recall: 0.00% Accuracy: 97.50%
s16 ['s27', 's32', 's19', 's19', 's16', 's16', 's17'] Recall: 28.57% Accuracy: 98.21%
s17 ['s30', 's22', 's19', 's04', 's19', 's22', 's20'] Recall: 0.00% Accuracy: 97.14%
s18 ['s04', 's18', 's18', 's18', 's18', 's18', 's40'] Recall: 71.43% Accuracy: 97.14%
s19 ['s05', 's08', 's19', 's39', 's39', 's08', 's19'] Recall: 28.57% Accuracy: 92.50%
s20 ['s22', 's04', 's19', 's04', 's04', 's12', 's20'] Recall: 14.29% Accuracy: 97.14%
s21 ['s40', 's21', 's40', 's21', 's21', 's06', 's30'] Recall: 42.86% Accuracy: 98.57%
s22 ['s33', 's22', 's22', 's22', 's22', 's22', 's22'] Recall: 85.71% Accuracy: 97.86%
s23 ['s23', 's23', 's23', 's23', 's23', 's38', 's23'] Recall: 85.71% Accuracy: 99.64%
s24 ['s39', 's06', 's24', 's24', 's24', 's24', 's24'] Recall: 71.43% Accuracy: 99.29%
s25 ['s25', 's05', 's25', 's25', 's25', 's25', 's25'] Recall: 85.71% Accuracy: 99.29%
s26 ['s33', 's26', 's26', 's26', 's30', 's26', 's26'] Recall: 71.43% Accuracy: 98.93%
s27 ['s27', 's27', 's04', 's04', 's04', 's04', 's27'] Recall: 42.86% Accuracy: 95.36%
s28 ['s14', 's28', 's28', 's28', 's19', 's11', 's28'] Recall: 57.14% Accuracy: 98.57%
s29 ['s33', 's04', 's04', 's33', 's20', 's29', 's29'] Recall: 28.57% Accuracy: 98.21%
s30 ['s30', 's30', 's30', 's08', 's30', 's30', 's30'] Recall: 85.71% Accuracy: 96.79%
s31 ['s27', 's27', 's30', 's08', 's40', 's05', 's27'] Recall: 0.00% Accuracy: 97.50%
s32 ['s36', 's32', 's32', 's32', 's32', 's32', 's32'] Recall: 85.71% Accuracy: 97.14%
s33 ['s33', 's33', 's19', 's33', 's33', 's33', 's33'] Recall: 85.71% Accuracy: 97.86%
s34 ['s27', 's27', 's34', 's27', 's27', 's27', 's32'] Recall: 14.29% Accuracy: 97.50%
s35 ['s35', 's19', 's19', 's19', 's35', 's19', 's04'] Recall: 28.57% Accuracy: 97.86%
s36 ['s36', 's36', 's11', 's11', 's36', 's36', 's11'] Recall: 57.14% Accuracy: 98.57%
s37 ['s28', 's37', 's37', 's37', 's37', 's37', 's37'] Recall: 85.71% Accuracy: 99.64%
s38 ['s40', 's38', 's38', 's38', 's38', 's38', 's38'] Recall: 85.71% Accuracy: 98.21%
s39 ['s39', 's22', 's22', 's33', 's26', 's19', 's35'] Recall: 14.29% Accuracy: 96.79%
s40 ['s40', 's40', 's09', 's03', 's38', 's03', 's38'] Recall: 28.57% Accuracy: 96.07%
Average recall: 55.36%
Average accuracy: 97.77%
